Id,Predicted
1688,neutral
1689,non-neutral
1690,anger
1691,anger
1692,disgust
1693,sadness
1694,fear
1695,anger
1696,sadness
1697,surprise
1698,anger
1699,anger
1700,joy
1701,anger
1702,anger
1703,neutral
1704,sadness
1705,sadness
1706,sadness
1707,neutral
1708,joy
1709,non-neutral
1710,anger
1711,anger
1712,anger
1713,anger
1714,anger
1715,non-neutral
1716,neutral
1717,fear
1718,anger
1719,non-neutral
1720,anger
1721,neutral
1722,non-neutral
1723,non-neutral
1724,disgust
1725,anger
1726,anger
1727,anger
1728,non-neutral
1729,anger
1730,sadness
1731,anger
1732,anger
1733,disgust
1734,sadness
1735,anger
1736,non-neutral
1737,non-neutral
1738,non-neutral
1739,sadness
1740,non-neutral
1741,anger
1742,neutral
1743,non-neutral
1744,anger
1745,non-neutral
1746,non-neutral
1747,anger
1748,anger
1749,non-neutral
1750,non-neutral
1751,sadness
1752,disgust
1753,neutral
1754,non-neutral
1755,neutral
1756,anger
1757,disgust
1758,anger
1759,anger
1760,non-neutral
1761,anger
1762,neutral
1763,anger
1764,anger
1765,non-neutral
1766,sadness
1767,neutral
1768,non-neutral
1769,non-neutral
1770,non-neutral
1771,anger
1772,anger
1773,anger
1774,neutral
1775,fear
1776,anger
1777,non-neutral
1778,non-neutral
1779,non-neutral
1780,non-neutral
1781,neutral
1782,anger
1783,non-neutral
1784,anger
1785,anger
1786,neutral
1787,anger
1788,non-neutral
1789,anger
1790,non-neutral
1791,anger
1792,sadness
1793,fear
1794,neutral
1795,anger
1796,neutral
1797,anger
1798,anger
1799,non-neutral
1800,anger
1801,anger
1802,anger
1803,disgust
1804,anger
1805,sadness
1806,anger
1807,non-neutral
1808,anger
1809,neutral
1810,non-neutral
1811,neutral
1812,fear
1813,neutral
1814,anger
1815,disgust
1816,non-neutral
1817,anger
1818,sadness
1819,fear
1820,sadness
1821,sadness
1822,non-neutral
1823,fear
1824,non-neutral
1825,disgust
1826,neutral
1827,non-neutral
1828,anger
1829,neutral
1830,anger
1831,disgust
1832,neutral
1833,anger
1834,anger
1835,non-neutral
1836,non-neutral
1837,disgust
1838,anger
1839,anger
1840,neutral
1841,anger
1842,anger
1843,anger
1844,non-neutral
1845,neutral
1846,anger
1847,non-neutral
1848,anger
1849,neutral
1850,anger
1851,anger
1852,neutral
1853,non-neutral
1854,sadness
1855,non-neutral
1856,non-neutral
1857,neutral
1858,sadness
1859,non-neutral
1860,neutral
1861,anger
1862,sadness
1863,fear
1864,non-neutral
1865,anger
1866,non-neutral
1867,anger
1868,anger
1869,anger
1870,sadness
1871,non-neutral
1872,non-neutral
1873,anger
1874,anger
1875,anger
1876,fear
1877,disgust
1878,disgust
1879,non-neutral
1880,non-neutral
1881,disgust
1882,anger
1883,anger
1884,neutral
1885,non-neutral
1886,non-neutral
1887,anger
1888,surprise
1889,non-neutral
1890,sadness
1891,disgust
1892,anger
1893,fear
1894,anger
1895,anger
1896,anger
1897,sadness
1898,sadness
1899,anger
1900,neutral
1901,neutral
1902,neutral
1903,neutral
1904,anger
1905,surprise
1906,disgust
1907,non-neutral
1908,sadness
1909,anger
1910,anger
1911,neutral
1912,anger
1913,anger
1914,neutral
1915,anger
1916,non-neutral
1917,non-neutral
1918,neutral
1919,anger
1920,anger
1921,anger
1922,anger
1923,anger
1924,anger
1925,anger
1926,non-neutral
1927,disgust
1928,anger
1929,disgust
1930,non-neutral
1931,disgust
1932,sadness
1933,non-neutral
1934,neutral
1935,anger
1936,non-neutral
1937,non-neutral
1938,sadness
1939,non-neutral
1940,non-neutral
1941,sadness
1942,non-neutral
1943,neutral
1944,neutral
1945,anger
1946,disgust
1947,sadness
1948,anger
1949,sadness
1950,anger
1951,anger
1952,neutral
1953,sadness
1954,anger
1955,sadness
1956,anger
1957,anger
1958,anger
1959,fear
1960,non-neutral
1961,surprise
1962,neutral
1963,disgust
1964,sadness
1965,neutral
1966,non-neutral
1967,fear
1968,anger
1969,sadness
1970,anger
1971,anger
1972,anger
1973,anger
1974,non-neutral
1975,anger
1976,non-neutral
1977,disgust
1978,joy
1979,non-neutral
1980,non-neutral
1981,anger
1982,neutral
1983,anger
1984,neutral
1985,anger
1986,anger
1987,neutral
1988,non-neutral
1989,anger
1990,anger
1991,fear
1992,non-neutral
1993,anger
1994,anger
1995,surprise
1996,anger
1997,neutral
1998,neutral
1999,anger
2000,neutral
2001,non-neutral
2002,anger
2003,joy
2004,sadness
2005,neutral
2006,anger
2007,neutral
2008,non-neutral
2009,non-neutral
2010,non-neutral
2011,neutral
2012,fear
2013,anger
2014,neutral
2015,anger
2016,disgust
2017,fear
2018,neutral
2019,non-neutral
2020,neutral
2021,anger
2022,non-neutral
2023,non-neutral
2024,non-neutral
2025,anger
2026,anger
2027,anger
2028,anger
2029,non-neutral
2030,non-neutral
2031,sadness
2032,anger
2033,non-neutral
2034,non-neutral
2035,non-neutral
2036,surprise
2037,anger
2038,anger
2039,anger
2040,anger
2041,non-neutral
2042,anger
2043,anger
2044,non-neutral
2045,non-neutral
2046,anger
2047,joy
2048,anger
2049,anger
2050,anger
2051,neutral
2052,fear
2053,fear
2054,neutral
2055,non-neutral
2056,surprise
2057,fear
2058,sadness
2059,non-neutral
2060,anger
2061,anger
2062,disgust
2063,anger
2064,non-neutral
2065,anger
2066,neutral
2067,anger
2068,neutral
2069,neutral
2070,fear
2071,anger
2072,disgust
2073,sadness
2074,anger
2075,sadness
2076,joy
2077,joy
2078,sadness
2079,anger
2080,neutral
2081,sadness
2082,anger
2083,anger
2084,surprise
2085,sadness
2086,neutral
2087,anger
2088,non-neutral
2089,non-neutral
2090,neutral
2091,joy
2092,anger
2093,neutral
2094,anger
2095,anger
2096,non-neutral
2097,anger
2098,disgust
2099,neutral
2100,non-neutral
2101,neutral
2102,anger
2103,fear
2104,anger
2105,anger
2106,surprise
2107,anger
2108,anger
2109,anger
2110,non-neutral
2111,anger
2112,neutral
2113,non-neutral
2114,sadness
2115,anger
2116,anger
2117,non-neutral
2118,non-neutral
2119,non-neutral
2120,sadness
2121,anger
2122,non-neutral
2123,anger
2124,anger
2125,anger
2126,anger
2127,anger
2128,anger
2129,anger
2130,anger
2131,anger
2132,anger
2133,sadness
2134,sadness
2135,neutral
2136,anger
2137,non-neutral
2138,anger
2139,non-neutral
2140,anger
2141,anger
2142,anger
2143,sadness
2144,anger
2145,anger
2146,anger
2147,non-neutral
2148,sadness
2149,anger
2150,disgust
2151,neutral
2152,neutral
2153,neutral
2154,anger
2155,non-neutral
2156,non-neutral
2157,non-neutral
2158,disgust
2159,disgust
2160,non-neutral
2161,sadness
2162,non-neutral
2163,non-neutral
2164,disgust
2165,anger
2166,sadness
2167,disgust
2168,non-neutral
2169,disgust
2170,fear
2171,disgust
2172,anger
2173,sadness
2174,disgust
2175,anger
2176,disgust
2177,sadness
2178,anger
2179,anger
2180,non-neutral
2181,non-neutral
2182,neutral
2183,disgust
2184,non-neutral
2185,anger
2186,sadness
2187,neutral
2188,anger
2189,anger
2190,anger
2191,anger
2192,anger
2193,anger
2194,anger
2195,sadness
2196,neutral
2197,neutral
2198,anger
2199,anger
2200,anger
2201,anger
2202,anger
2203,anger
2204,non-neutral
2205,anger
2206,non-neutral
2207,anger
2208,non-neutral
2209,disgust
2210,non-neutral
2211,anger
2212,neutral
2213,sadness
2214,anger
2215,disgust
2216,anger
2217,anger
2218,sadness
2219,anger
2220,non-neutral
2221,anger
2222,anger
2223,non-neutral
2224,anger
2225,neutral
2226,neutral
2227,anger
2228,anger
2229,anger
2230,anger
2231,neutral
2232,anger
2233,sadness
2234,anger
2235,anger
2236,sadness
2237,neutral
2238,disgust
2239,sadness
2240,anger
2241,anger
2242,non-neutral
2243,anger
2244,anger
2245,anger
2246,anger
2247,anger
2248,non-neutral
2249,anger
2250,non-neutral
2251,surprise
2252,non-neutral
2253,neutral
2254,neutral
2255,anger
2256,non-neutral
2257,anger
2258,non-neutral
2259,anger
2260,non-neutral
2261,non-neutral
2262,disgust
2263,non-neutral
2264,neutral
2265,non-neutral
2266,disgust
2267,anger
2268,surprise
2269,neutral
2270,non-neutral
2271,anger
2272,sadness
2273,non-neutral
2274,neutral
2275,sadness
2276,fear
2277,anger
2278,neutral
2279,non-neutral
2280,anger
2281,non-neutral
2282,non-neutral
2283,sadness
2284,sadness
2285,neutral
2286,non-neutral
2287,non-neutral
2288,fear
2289,disgust
2290,non-neutral
2291,disgust
2292,sadness
2293,anger
2294,disgust
2295,anger
2296,anger
2297,neutral
2298,anger
2299,non-neutral
2300,anger
2301,non-neutral
2302,anger
2303,disgust
2304,neutral
2305,disgust
2306,non-neutral
2307,anger
2308,non-neutral
2309,anger
2310,non-neutral
2311,non-neutral
2312,anger
2313,anger
2314,non-neutral
2315,fear
2316,anger
2317,sadness
2318,neutral
2319,anger
2320,neutral
2321,disgust
2322,anger
2323,anger
2324,non-neutral
2325,non-neutral
2326,non-neutral
2327,anger
2328,non-neutral
2329,non-neutral
2330,sadness
2331,neutral
2332,fear
2333,anger
2334,fear
2335,anger
2336,joy
2337,disgust
2338,anger
2339,neutral
2340,anger
2341,anger
2342,non-neutral
2343,anger
2344,non-neutral
2345,anger
2346,non-neutral
2347,fear
2348,disgust
2349,anger
2350,neutral
2351,neutral
2352,neutral
2353,anger
2354,anger
2355,anger
2356,sadness
2357,disgust
2358,non-neutral
2359,joy
2360,anger
2361,sadness
2362,anger
2363,anger
2364,anger
2365,anger
2366,non-neutral
2367,disgust
2368,fear
2369,anger
2370,anger
2371,anger
2372,non-neutral
2373,sadness
2374,joy
2375,sadness
2376,joy
2377,anger
2378,anger
2379,anger
2380,anger
2381,non-neutral
2382,anger
2383,disgust
2384,sadness
2385,anger
2386,anger
2387,anger
2388,sadness
2389,non-neutral
2390,fear
2391,anger
2392,non-neutral
2393,non-neutral
2394,sadness
2395,anger
2396,sadness
2397,neutral
2398,non-neutral
2399,anger
2400,neutral
2401,anger
2402,sadness
2403,neutral
2404,disgust
2405,disgust
2406,anger
2407,surprise
2408,non-neutral
2409,anger
2410,anger
2411,anger
2412,non-neutral
2413,sadness
2414,non-neutral
2415,anger
2416,neutral
2417,anger
2418,disgust
2419,non-neutral
2420,anger
2421,anger
2422,non-neutral
2423,anger
2424,neutral
2425,fear
2426,neutral
2427,anger
2428,neutral
2429,anger
2430,anger
2431,neutral
2432,sadness
2433,anger
2434,neutral
2435,non-neutral
2436,sadness
2437,anger
2438,sadness
2439,neutral
2440,non-neutral
2441,disgust
2442,neutral
2443,anger
2444,neutral
2445,anger
2446,disgust
2447,disgust
2448,non-neutral
2449,non-neutral
2450,non-neutral
2451,fear
2452,neutral
2453,disgust
2454,anger
2455,sadness
2456,anger
2457,anger
2458,non-neutral
2459,non-neutral
2460,anger
2461,anger
2462,non-neutral
2463,anger
2464,anger
2465,anger
2466,non-neutral
2467,neutral
2468,anger
2469,neutral
2470,non-neutral
2471,anger
2472,anger
2473,non-neutral
2474,neutral
2475,neutral
2476,anger
2477,anger
2478,anger
2479,neutral
2480,disgust
2481,non-neutral
2482,anger
2483,sadness
2484,non-neutral
2485,disgust
2486,anger
2487,sadness
2488,anger
2489,sadness
2490,anger
2491,anger
2492,anger
2493,sadness
2494,sadness
2495,anger
2496,fear
2497,anger
2498,non-neutral
2499,anger
2500,non-neutral
2501,anger
2502,anger
2503,anger
2504,anger
2505,anger
2506,anger
2507,anger
2508,sadness
2509,sadness
2510,non-neutral
2511,neutral
2512,anger
2513,anger
2514,anger
2515,anger
2516,neutral
2517,non-neutral
2518,joy
2519,anger
2520,non-neutral
2521,sadness
2522,anger
2523,disgust
2524,sadness
2525,anger
2526,disgust
2527,neutral
2528,anger
2529,anger
2530,sadness
2531,joy
2532,anger
2533,sadness
2534,sadness
2535,sadness
2536,neutral
2537,non-neutral
2538,fear
2539,anger
2540,anger
2541,non-neutral
2542,non-neutral
2543,non-neutral
2544,anger
2545,anger
2546,anger
2547,anger
2548,anger
2549,anger
2550,anger
2551,disgust
2552,anger
2553,non-neutral
2554,anger
2555,non-neutral
2556,anger
2557,anger
2558,non-neutral
2559,anger
2560,non-neutral
2561,sadness
2562,non-neutral
2563,non-neutral
2564,non-neutral
2565,non-neutral
2566,anger
2567,sadness
2568,sadness
2569,sadness
2570,anger
2571,neutral
2572,non-neutral
2573,sadness
2574,neutral
2575,non-neutral
2576,sadness
2577,anger
2578,non-neutral
2579,anger
2580,anger
2581,anger
2582,sadness
2583,non-neutral
2584,neutral
2585,non-neutral
2586,non-neutral
2587,non-neutral
2588,sadness
2589,non-neutral
2590,surprise
2591,non-neutral
2592,disgust
2593,anger
2594,neutral
2595,neutral
2596,anger
2597,non-neutral
2598,non-neutral
2599,neutral
2600,disgust
2601,disgust
2602,anger
2603,neutral
2604,disgust
2605,fear
2606,anger
2607,anger
2608,anger
2609,non-neutral
2610,sadness
2611,non-neutral
2612,non-neutral
2613,anger
2614,anger
2615,non-neutral
2616,sadness
2617,neutral
2618,anger
2619,anger
2620,sadness
2621,anger
2622,anger
2623,neutral
2624,anger
2625,non-neutral
2626,non-neutral
2627,anger
2628,sadness
2629,anger
2630,surprise
2631,non-neutral
2632,non-neutral
2633,non-neutral
2634,anger
2635,sadness
2636,sadness
2637,anger
2638,anger
2639,non-neutral
2640,neutral
2641,neutral
2642,anger
2643,anger
2644,non-neutral
2645,sadness
2646,fear
2647,neutral
2648,anger
2649,anger
2650,non-neutral
2651,anger
2652,neutral
2653,non-neutral
2654,sadness
2655,anger
2656,anger
2657,anger
2658,neutral
2659,disgust
2660,neutral
2661,anger
2662,anger
2663,neutral
2664,disgust
2665,disgust
2666,fear
2667,anger
2668,anger
2669,anger
2670,non-neutral
2671,non-neutral
2672,anger
2673,anger
2674,anger
2675,sadness
2676,anger
2677,non-neutral
2678,anger
2679,neutral
2680,neutral
2681,non-neutral
2682,anger
2683,non-neutral
2684,non-neutral
2685,anger
2686,anger
2687,anger
2688,non-neutral
2689,anger
2690,disgust
2691,neutral
2692,anger
2693,neutral
2694,neutral
2695,non-neutral
2696,joy
2697,fear
2698,anger
2699,neutral
2700,surprise
2701,anger
2702,anger
2703,anger
2704,anger
2705,fear
2706,neutral
2707,anger
2708,anger
2709,anger
2710,anger
2711,non-neutral
2712,sadness
2713,non-neutral
2714,anger
2715,anger
2716,non-neutral
2717,anger
2718,sadness
2719,anger
2720,anger
2721,disgust
2722,sadness
2723,non-neutral
2724,sadness
2725,anger
2726,non-neutral
2727,anger
2728,disgust
2729,neutral
2730,surprise
2731,fear
2732,anger
2733,sadness
2734,anger
2735,neutral
2736,non-neutral
2737,non-neutral
2738,anger
2739,anger
2740,non-neutral
2741,anger
2742,neutral
2743,anger
2744,anger
2745,sadness
2746,disgust
2747,non-neutral
2748,non-neutral
2749,anger
2750,anger
2751,anger
2752,neutral
2753,anger
2754,anger
2755,non-neutral
2756,non-neutral
2757,disgust
2758,non-neutral
2759,anger
2760,neutral
2761,neutral
2762,anger
2763,anger
2764,anger
2765,anger
2766,sadness
2767,anger
2768,non-neutral
2769,neutral
2770,sadness
2771,anger
2772,non-neutral
2773,joy
2774,anger
2775,neutral
2776,neutral
2777,disgust
2778,anger
2779,sadness
2780,anger
2781,non-neutral
2782,anger
2783,disgust
2784,anger
2785,anger
2786,sadness
2787,anger
2788,anger
2789,anger
2790,non-neutral
2791,neutral
2792,anger
2793,sadness
2794,non-neutral
2795,sadness
2796,sadness
2797,fear
2798,fear
2799,anger
2800,anger
2801,anger
2802,anger
2803,joy
2804,anger
2805,disgust
2806,non-neutral
2807,anger
2808,anger
2809,sadness
2810,anger
2811,anger
2812,neutral
2813,anger
2814,anger
2815,neutral
2816,non-neutral
2817,anger
2818,anger
2819,anger
2820,anger
2821,anger
2822,anger
2823,anger
2824,anger
2825,anger
2826,anger
2827,neutral
2828,anger
2829,neutral
2830,neutral
2831,sadness
2832,neutral
2833,neutral
2834,neutral
2835,non-neutral
2836,anger
2837,neutral
2838,disgust
2839,disgust
2840,anger
2841,anger
2842,anger
2843,neutral
2844,fear
2845,anger
2846,sadness
2847,anger
2848,anger
2849,neutral
2850,neutral
2851,neutral
2852,sadness
2853,anger
2854,anger
2855,anger
2856,surprise
2857,anger
2858,surprise
2859,anger
2860,anger
2861,non-neutral
2862,neutral
2863,anger
2864,anger
2865,anger
2866,anger
2867,non-neutral
2868,sadness
2869,anger
2870,anger
2871,anger
2872,non-neutral
2873,non-neutral
2874,non-neutral
2875,non-neutral
2876,non-neutral
2877,neutral
2878,anger
2879,sadness
2880,sadness
2881,neutral
2882,fear
2883,neutral
2884,anger
2885,neutral
2886,neutral
2887,neutral
2888,fear
2889,anger
2890,non-neutral
2891,neutral
2892,non-neutral
2893,anger
2894,anger
2895,anger
2896,anger
2897,non-neutral
2898,non-neutral
2899,disgust
2900,disgust
2901,anger
2902,neutral
2903,non-neutral
2904,sadness
2905,non-neutral
2906,neutral
2907,anger
2908,anger
2909,anger
2910,anger
2911,fear
2912,anger
2913,anger
2914,sadness
2915,neutral
2916,anger
2917,neutral
2918,fear
2919,disgust
2920,fear
2921,sadness
2922,neutral
2923,neutral
2924,neutral
2925,anger
2926,non-neutral
2927,anger
2928,anger
2929,anger
2930,anger
2931,anger
2932,non-neutral
2933,neutral
2934,neutral
2935,neutral
2936,anger
2937,non-neutral
2938,non-neutral
2939,joy
2940,neutral
2941,sadness
2942,joy
2943,anger
2944,neutral
2945,non-neutral
2946,anger
2947,disgust
2948,non-neutral
2949,neutral
2950,anger
2951,non-neutral
2952,disgust
2953,anger
2954,non-neutral
2955,disgust
2956,neutral
2957,non-neutral
2958,non-neutral
2959,anger
2960,neutral
2961,anger
2962,anger
2963,non-neutral
2964,anger
2965,sadness
2966,anger
2967,non-neutral
2968,non-neutral
2969,sadness
2970,disgust
2971,sadness
2972,anger
2973,sadness
2974,disgust
2975,anger
2976,anger
2977,anger
2978,sadness
2979,neutral
2980,anger
2981,sadness
2982,neutral
2983,anger
2984,non-neutral
2985,non-neutral
2986,anger
2987,neutral
2988,disgust
2989,anger
2990,non-neutral
2991,anger
2992,sadness
2993,non-neutral
2994,neutral
2995,neutral
2996,anger
2997,neutral
2998,fear
2999,anger
3000,anger
3001,neutral
3002,anger
3003,neutral
3004,non-neutral
3005,non-neutral
3006,anger
3007,non-neutral
3008,anger
3009,anger
3010,non-neutral
3011,neutral
3012,disgust
3013,anger
3014,anger
3015,non-neutral
3016,anger
3017,non-neutral
3018,disgust
3019,anger
3020,non-neutral
3021,neutral
3022,sadness
3023,anger
3024,non-neutral
3025,disgust
3026,surprise
3027,anger
3028,neutral
3029,anger
3030,anger
3031,sadness
3032,anger
3033,neutral
3034,anger
3035,non-neutral
3036,sadness
3037,anger
3038,anger
3039,neutral
3040,anger
3041,non-neutral
3042,disgust
3043,anger
3044,non-neutral
3045,anger
3046,disgust
3047,anger
3048,anger
3049,non-neutral
3050,neutral
3051,fear
3052,non-neutral
3053,non-neutral
3054,sadness
3055,non-neutral
3056,non-neutral
3057,non-neutral
3058,neutral
3059,non-neutral
3060,anger
3061,joy
3062,sadness
3063,non-neutral
3064,anger
3065,non-neutral
3066,anger
3067,anger
3068,sadness
3069,non-neutral
3070,sadness
3071,non-neutral
3072,anger
3073,anger
3074,sadness
3075,neutral
3076,anger
3077,anger
3078,disgust
3079,neutral
3080,disgust
3081,fear
3082,anger
3083,non-neutral
3084,non-neutral
3085,non-neutral
3086,joy
3087,anger
3088,non-neutral
3089,anger
3090,non-neutral
3091,anger
3092,sadness
3093,anger
3094,anger
3095,neutral
3096,anger
3097,fear
3098,anger
3099,non-neutral
3100,neutral
3101,anger
3102,anger
3103,disgust
3104,non-neutral
3105,anger
3106,non-neutral
3107,anger
3108,neutral
3109,non-neutral
3110,neutral
3111,anger
3112,non-neutral
3113,anger
3114,anger
3115,anger
3116,anger
3117,anger
3118,anger
3119,anger
3120,anger
3121,anger
3122,sadness
3123,joy
3124,sadness
3125,joy
3126,non-neutral
3127,non-neutral
3128,anger
3129,neutral
3130,anger
3131,anger
3132,disgust
3133,neutral
3134,non-neutral
3135,non-neutral
3136,anger
3137,anger
3138,neutral
3139,neutral
3140,neutral
3141,anger
3142,non-neutral
3143,sadness
3144,fear
3145,surprise
3146,non-neutral
3147,neutral
3148,fear
3149,non-neutral
3150,anger
3151,non-neutral
3152,neutral
3153,non-neutral
3154,neutral
3155,neutral
3156,anger
3157,surprise
3158,disgust
3159,anger
3160,joy
3161,anger
3162,non-neutral
3163,non-neutral
3164,non-neutral
3165,fear
3166,anger
3167,anger
3168,fear
3169,anger
3170,neutral
3171,neutral
3172,anger
3173,sadness
3174,fear
3175,non-neutral
3176,sadness
3177,surprise
3178,anger
3179,non-neutral
3180,non-neutral
3181,non-neutral
3182,non-neutral
3183,non-neutral
3184,anger
3185,anger
3186,sadness
3187,non-neutral
3188,neutral
3189,sadness
3190,anger
3191,neutral
3192,neutral
3193,neutral
3194,non-neutral
3195,non-neutral
3196,anger
3197,non-neutral
3198,anger
3199,anger
3200,anger
3201,disgust
3202,anger
3203,sadness
3204,anger
3205,non-neutral
3206,anger
3207,anger
3208,sadness
3209,anger
3210,joy
3211,anger
3212,anger
3213,joy
3214,anger
3215,disgust
3216,non-neutral
3217,anger
3218,anger
3219,non-neutral
3220,neutral
3221,surprise
3222,anger
3223,anger
3224,anger
3225,neutral
3226,neutral
3227,neutral
3228,anger
3229,disgust
3230,anger
3231,non-neutral
3232,sadness
3233,disgust
3234,anger
3235,anger
3236,non-neutral
3237,anger
3238,anger
3239,sadness
3240,sadness
3241,anger
3242,anger
3243,anger
3244,anger
3245,neutral
3246,non-neutral
3247,anger
3248,anger
3249,non-neutral
3250,anger
3251,neutral
3252,anger
3253,anger
3254,sadness
3255,neutral
3256,neutral
3257,non-neutral
3258,non-neutral
3259,anger
3260,sadness
3261,anger
3262,non-neutral
3263,sadness
3264,disgust
3265,disgust
3266,non-neutral
3267,non-neutral
3268,anger
3269,anger
3270,non-neutral
3271,non-neutral
3272,non-neutral
3273,non-neutral
3274,sadness
3275,disgust
3276,anger
3277,neutral
3278,anger
3279,non-neutral
3280,anger
3281,anger
3282,anger
3283,sadness
3284,anger
3285,sadness
3286,anger
3287,anger
3288,disgust
3289,sadness
3290,disgust
3291,non-neutral
3292,disgust
3293,neutral
3294,anger
3295,anger
